symbol,date,price,ensemble_probability,gradient_boosting_prob,random_forest_prob,logistic_regression_prob,rsi,macd,volume_ratio,trend_strength
SHYAMCENT,2019-03-14,7.247679710388184,0.8443111548038456,0.840703567668994,0.8488945091787466,0.8464550910786225,78.37836884122788,0.4724629848698365,0.06912631264964907,0.21507689553605258
KHANDSE,2019-03-14,18.649999618530273,0.7914354083181994,0.842053400269567,0.7919190305619918,0.6641649950740917,79.59183514589853,0.9464774457353862,0.0,0.2608166360908269
IRISDOREME,2019-03-14,7.701338768005371,0.7727319573452622,0.7424810269892024,0.8137946081399479,0.7867653070433833,62.937082148702714,0.3779985392482468,0.0,0.22155124190375083
MARINE,2019-03-14,21.267759323120117,0.7648720118181758,0.7676943569595793,0.8176784561402805,0.6786064824815098,67.5965627232984,0.8041861928838188,0.0,0.15758270274688188
AAKASH,2019-03-14,1.4333330392837524,0.7645705580282245,0.7812725781901477,0.7098896717401175,0.8048368370555772,69.91154391543385,0.031068817942731863,0.10638297872340426,0.11070948090707027
PIONEEREMB,2019-03-14,28.099632263183594,0.7618537235149831,0.8180691488723203,0.64839903581804,0.7914971916670546,78.75816218009192,1.3269251674544797,0.09286441308106284,0.13827320193293272
BCONCEPTS,2019-03-14,70.01770782470703,0.7574036379865021,0.7164226171234837,0.7122451732578315,0.9275938872370542,89.75033684232761,6.895593353664488,0.8045977011494253,0.6510376057336494
SHEKHAWATI,2019-03-14,0.3000000119209289,0.7437484726712146,0.8010761828991532,0.4880140725040315,0.9840307973521427,57.14285714285714,0.005595317050524851,0.49239412662925475,0.15384618250223253
REFEX,2019-03-14,8.045598983764648,0.7420122471749226,0.7402571265749521,0.744349740606325,0.7428938085277452,82.00001221963818,1.0574673830175332,0.19836250348359777,0.6381049955924636
COUNCODOS,2019-03-14,2.799999952316284,0.7386791459820089,0.6562591883882677,0.797633976930972,0.8562967935429173,69.44444113307608,0.14959582941112615,0.4985466441474613,0.20274912435246215
FCSSOFT,2019-03-14,0.25,0.7383743779231837,0.7676118183237747,0.5176131959851573,0.9964225498287459,55.55555555555556,0.003055017843729635,0.9167066509442536,0.16822428735169476
CYBERMEDIA,2019-03-14,5.099999904632568,0.736368004426975,0.8479399149217659,0.7235158917744886,0.4767163971687275,42.8571363695607,-0.17394555551658453,0.13097968817526012,-0.20424405334145482
ARTNIRMAN,2019-03-28,19.600000381469727,0.7313203400687283,0.7923179966349385,0.6623332849161482,0.6823067813820726,100.0,0.7271849402734887,0.0,0.15668344118957722
PRAKASHSTL,2019-03-14,0.3000000119209289,0.7294704949022568,0.6607339491033504,0.6812630227268976,0.9736230676625617,40.0,-9.661742080180336e-05,0.02238223206396809,-0.1097922586248695
ROLTA,2019-03-14,8.800000190734863,0.724193014059379,0.7643196684626726,0.7652974760896878,0.5622196850056814,81.81818707258648,0.9040646765002931,0.1318143570618716,0.3089394867639045
ZENITHSTL,2019-03-14,0.6499999761581421,0.7235276016102979,0.7066956793788647,0.7236597667294429,0.7654091595101634,42.85713799145542,-0.013598268918937229,0.4299562380008214,-0.062049090967148876
MICEL,2019-03-14,5.400000095367432,0.7140091219255135,0.7176066198410589,0.7870530380057323,0.5954495030163215,85.71428328144324,0.5298742074763787,0.16619164479031176,0.3248282898099691
CORALFINAC,2019-03-14,18.186594009399418,0.706359846791923,0.5995306813396392,0.7721485108123953,0.8747497643919245,75.6613572544644,1.2346895245081768,0.4008312230708472,0.23752874000834662
MAHASTEEL,2019-03-14,182.5,0.7029685150926864,0.6438815447601876,0.7024837624119674,0.8514130699450122,82.95453209960672,19.232161747253144,0.7229861988533758,0.5947221187521334
TARAPUR,2019-03-14,4.050000190734863,0.6981225640648375,0.772261697346746,0.6339909328939893,0.6089721776163388,92.00000762939453,0.1543642620139054,0.001277037273525421,0.19293082668772865
GOKUL,2019-03-14,9.75,0.6973921498023522,0.7109079730701087,0.8100979787368648,0.4945438482311918,38.23529989248735,-1.1389755271804205,0.6251806057846391,-0.2711370266547644
MITTAL,2019-03-14,5.457877159118652,0.6939378795837521,0.7830336857157213,0.6445592081866787,0.5452663713494396,48.571426006295354,0.16130011429121005,0.0,0.18602709916551613
MAZDA,2019-03-14,69.93619537353516,0.6930545571868569,0.6290606961932432,0.7827905043192668,0.7184352889722768,81.20807125804072,5.118302968164883,0.3444382520509496,0.2678432595692307
ONELIFECAP,2019-03-14,12.550000190734863,0.6843771248341809,0.7995362382778192,0.6129588462551024,0.5036067590937026,69.44444935017688,-0.010865191084647563,0.22299464342686345,-0.0678847231418247
ANKITMETAL,2019-03-14,0.5,0.6807120797431623,0.5869173370117454,0.6950831486742995,0.8936423331749984,50.0,0.006168949515701128,0.09348071485252535,0.07296138519313188
GREENPOWER,2019-03-14,4.143486976623535,0.6781128242051118,0.675645805700698,0.6462956684385961,0.7320061041159198,83.67347197600151,0.08571185544743631,0.44221824037624236,-0.04661025468504684
SINTERCOM,2019-03-14,75.0,0.6766630743868896,0.6630831313457548,0.7667957419143748,0.5754139306984981,90.0,4.3912925037792405,0.12738853503184713,0.21451589486496406
SARDAEN,2019-03-14,29.943790435791016,0.672025365888924,0.5939622230765707,0.7851577184281546,0.6974846941109619,84.87085267340181,1.7279371684689906,0.284862393230957,0.22670307342981647
MOKSH,2019-03-14,4.678223133087158,0.670683426621394,0.6162895729158628,0.7010412690284812,0.7611312972745914,91.60306819881987,0.16498393816103984,0.0,0.11602895891953428
SETUINFRA,2019-03-14,4.199999809265137,0.6695374324145101,0.5988576296355159,0.7169542169524223,0.7751117625551275,64.70587795305958,0.1521423870749543,0.2026259702512004,0.07637104733873981
SGL,2019-03-14,6.0,0.6665694360968566,0.6540806243251339,0.750786825568169,0.5714653813191949,44.18604548007087,-0.23615334582488412,2.431294075879097,-0.15754001775167928
GANGAFORGE,2019-03-14,1.5750000476837158,0.665026302862842,0.8125835737139657,0.5908121975916416,0.407454283641834,0.0,-0.03738329415856301,0.0,-0.07663895460713853
EXCEL,2019-03-14,0.1133330017328262,0.664983221404104,0.6990939362894899,0.7522358309942914,0.4488275198053583,50.0,-0.007013737154713082,1.0511222473021724,-0.23423471520324313
IL&FSENGG,2019-03-14,9.199999809265137,0.6621212740302068,0.6364318568673908,0.7893693729849115,0.5354726685051895,36.36362848203086,-0.4132528427890545,0.6268448141982796,-0.19524143942236513
GLOBAL,2019-03-14,4.836724758148193,0.6593349882648781,0.7524551378488112,0.5982566078883601,0.5181521848698223,0.0,-0.19571956206658747,0.0,-0.17563009654763487
INDSWFTLTD,2019-03-14,6.400000095367432,0.6582943993022778,0.5762051015336127,0.7330401361935255,0.7513990383870693,72.36842650125602,0.27340590750836835,0.12796045583420948,0.05715231242156393
SAMBHAAV,2019-03-14,4.650000095367432,0.6577106617806917,0.6255348950176906,0.6684491943721277,0.7220422798010405,74.41860800372245,0.245359142802414,0.395323001458599,0.08215035771730965
LPDC,2019-03-14,3.900000095367432,0.6564100582797604,0.6122960505966214,0.7061021099027962,0.6921570000530541,58.62069078914916,-0.033003929604513704,0.45477686841418496,-0.061597672307721986
VIKASECO,2019-03-14,6.902969837188721,0.6560621688974921,0.6031117634973003,0.6969221092265664,0.72714827190436,64.89361926729842,0.036123096194527804,0.7599363311291568,-0.05068729238374615
